"RepoRelPath","Extension","SizeBytes","SHA256","Purpose","Contents","CategoryLabel","EvidenceType","FailureExplanation","SourcePath","ExtractOrFull","Notes"
"extracts/05_misc/2026-01-29__PredictionRoadmap__summary__001.md",".md","1813","4694BD315249354D2C4D75F2B77F126C6F814EC514E129D383CD1543ED9765A1","Evidence extract (misc/roadmap) documenting a failure or relevance; Duplicate of FRV2-0370.","Metadata header + excerpt from the source file.","misc","roadmap","Duplicate of FRV2-0370.","MUST_Review/PredictionRoadmap.md","extract",""
"extracts/05_misc/2026-01-29__PROJECT_LOG__summary__001.md",".md","675","E170B746A3C13742B19F533D22ECB49577EF8F7FBAD8050B5EC206338E8E4EF1","Evidence extract (misc/log) documenting a failure or relevance; Duplicate of FRV2-0187.","Metadata header + excerpt from the source file.","misc","log","Duplicate of FRV2-0187.","MUST_Review/PROJECT_LOG.md","extract",""
"extracts/05_misc/2026-01-29__ProofSystem__html__001.md",".md","513","ABFDF283FAEC29B425BDA6C73F635DA804F09B69B5D1C85DB91EA6D398C5A890","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/ProofSystem.pdf","extract",""
"extracts/05_misc/2026-01-29__quantum_visual_course__html__001.md",".md","576","682780710820B2B1CCD6FC58C2CDAF481ED395C332C16642469A80C8B306592E","Evidence extract (misc/documentation) documenting a failure or relevance; Standalone visualization page unrelated to OC proof.","Metadata header + excerpt from the source file.","misc","documentation","Standalone visualization page unrelated to OC proof.","MUST_Review/Gemeni-3-Test/quantum_visual_course.html","extract",""
"extracts/05_misc/2026-01-29__QUANTUM_WAVE_VISUAL_COURSE_DESIGN__guide__001.md",".md","517","282B57C2DE62CB15262DE995AB6F4E157C2735586A6D8AF3C089D2FF6457E781","Evidence extract (misc/guide) documenting a reference-only artifact.","Metadata header + excerpt from the source file.","misc","guide","Standalone course outline unrelated to OC proof.","MUST_Review/Gemeni-3-Test/QUANTUM_WAVE_VISUAL_COURSE_DESIGN.md","extract",""
"extracts/05_misc/2026-01-29__Rahnama_KO7_margin_notes__summary__001.md",".md","989","666B65DE32BEBD10E264AE65527BE799D2E540E98654A069DB3EFBE8F0FC3C0A","Evidence extract (misc/reference) documenting a failure or relevance; Duplicate of FRV2-0372.","Metadata header + excerpt from the source file.","misc","reference","Duplicate of FRV2-0372.","MUST_Review/Rahnama_KO7_margin_notes.md","extract",""
"extracts/05_misc/2026-01-29__Rahnama_KO7_tables_revised__summary__001.md",".md","1184","E0F2C5A9E6EAF25DB1870C8A72AA4569E8A5633B4031632480ED0F4D251868E7","Evidence extract (misc/reference) documenting a failure or relevance; Duplicate of FRV2-0373.","Metadata header + excerpt from the source file.","misc","reference","Duplicate of FRV2-0373.","MUST_Review/Rahnama_KO7_tables_revised.md","extract",""
"extracts/05_misc/2026-01-29__rec_succ_Differential_Diagnostic__summary__001.md",".md","636","C269178ED1675E05A0EF8C905EC0E427870EE2A0F4C989A6645B0BBFC91F43F5","Evidence summary (misc/reference). Summary of the rec_succ differential diagnostic (context/reference).","Metadata header + summary excerpt.","","","","","",""
"extracts/05_misc/2026-01-29__research__summary__001.md",".md","3619","FC6F5789B578CF81DC00B6B536A528F77678FA13E033119921C6162CDF30F6F6","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0418.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0418.","MUST_Review/Research.md","extract",""
"extracts/05_misc/2026-01-29__Session_3_Independence_Witnesses_Goodstein_Hydra__summary__001.md",".md","2172","F643E3F10B95D3C61ED8CFF4F7982C97FC7A3F585D2B815DDA991069B6049CD8","Evidence extract (misc/reference) documenting a failure or relevance; Background research memo; not a proof artifact.","Metadata header + excerpt from the source file.","misc","reference","Background research memo; not a proof artifact.","MUST_Review/important_2/Research/Session_3_Independence_Witnesses_Goodstein_Hydra.md","extract",""
"extracts/05_misc/2026-01-29__Session5_identifiers_skim__summary__001.md",".md","1037","56EC81B30F5063E40FA1075AEFFF42B1C4611213493AA1AB69452D0C137FE11B","Evidence extract (misc/log) documenting a failure or relevance; Duplicate of FRV2-0375.","Metadata header + excerpt from the source file.","misc","log","Duplicate of FRV2-0375.","MUST_Review/Session5__identifiers_skim.csv","extract",""
"extracts/05_misc/2026-01-29__Solutions__summary__001.md",".md","751","3497BB6238899516B3A9BF684ED7F3E19C7962D76803A51B64DD01302D72D746","Evidence extract (misc/pdf) documenting a failure or relevance; Duplicate of FRV2-0657.","Metadata header + excerpt from the source file.","misc","pdf","Duplicate of FRV2-0657.","MUST_Review/Solutions copy.pdf","extract",""
"extracts/05_misc/2026-01-29__target_theorem__summary__001.md",".md","879","F5E45BC7E6105984E0FF6F56B8CE171920770631650242E836E139B8CB75CAE9","Evidence extract (misc/analysis) documenting a failure or relevance; Reference or planning document; not a proof artifact.","Metadata header + excerpt from the source file.","misc","analysis","Reference or planning document; not a proof artifact.","MUST_Review/target_theorem.md","extract",""
"extracts/05_misc/2026-01-29__Term_Rewriting_Systems_TRS_Fundamentals_and_Examples__summary__001.md",".md","5773","0E24D4D9310D31598749AA75C4C958BB1129A49A5A41624492F08DABDEEBEA14","Evidence extract (misc/reference) documenting a failure or relevance; Background research memo; not a proof artifact.","Metadata header + excerpt from the source file.","misc","reference","Background research memo; not a proof artifact.","MUST_Review/important_2/Research/Term_Rewriting_Systems_(TRS)_Fundamentals_and_Examples.md","extract",""
"extracts/05_misc/2026-01-29__Termination__html__001.md",".md","475","BDC55E70B2D51BB50395EABDB3CF864370906411DB6A43648E08255A2A5DD365","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Termination.pdf","extract",""
"extracts/05_misc/2026-01-29__termination_analysis__summary__001.md",".md","807","C34735A8F98D293658432378D879536223639498714E6781C8E0C3AFE92B1DDC","Evidence extract (misc/analysis) documenting a failure or relevance; Draft triple-measure definitions without validation.","Metadata header + excerpt from the source file.","misc","analysis","Draft triple-measure definitions without validation.","MUST_Review/chats/termination_analysis.md","extract",""
"extracts/05_misc/2026-01-29__Termination_Companion__html__001.md",".md","505","33BE42F9C37D8869402195DD1B3E921ED37C9B5B0D1D579FBF553151174D73B8","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Termination_Companion.pdf","extract",""
"extracts/05_misc/2026-01-29__Termination_Companion__summary__001.md",".md","1119","BD6ECCDE7F6870CEFF762F33959F332C1492449AA39BA2DEEF1564DE5221F433","Evidence extract (misc/reference) documenting a failure or relevance; Background research memo; not a proof artifact.","Metadata header + excerpt from the source file.","misc","reference","Background research memo; not a proof artifact.","MUST_Review/important_2/Research/Termination_Companion.md","extract",""
"extracts/05_misc/2026-01-29__Termination_Consolidation__summary__001.md",".md","1423","64D390A09CA8D56F028F666AB674B4840D02C982619661B4BD2FE780641D7614","Evidence extract (misc/analysis) documenting a failure or relevance; Reference or planning document; not a proof artifact.","Metadata header + excerpt from the source file.","misc","analysis","Reference or planning document; not a proof artifact.","MUST_Review/Termination_Consolidation.md","extract",""
"extracts/05_misc/2026-01-29__Termination_Documentation__html__001.md",".md","545","F3398C3CC6A3E6AEB03548B655C7A9639E373C0D02FB09A2323975087E0B4498","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Termination_Documentation.pdf","extract",""
"extracts/05_misc/2026-01-29__Termination_Documentation__summary__001.md",".md","592","3F7214404F44DAFC8EA6DE02AEE51CB65899B8EEF600C51BC7CC9705D2075E78","Evidence extract (misc/documentation) documenting a failure or relevance; Duplicate of FRV2-0254.","Metadata header + excerpt from the source file.","misc","documentation","Duplicate of FRV2-0254.","MUST_Review/Termination_Documentation.md","extract",""
"extracts/05_misc/2026-01-29__termination_proof__summary__001.md",".md","782","E638D4A5A75B0D41E0EDB3218D01CB5DD13623824C4CA9B7644440EDCD036543","Evidence extract (misc/code) documenting a failure or relevance; Lean source file; not evidence of proof success alone.","Metadata header + excerpt from the source file.","misc","code","Lean source file; not evidence of proof success alone.","MUST_Review/termination_proof.lean","extract",""
"extracts/05_misc/2026-01-29__triple_measure_summary__summary__001.md",".md","891","AFC651FA06A4F3118259A1DDB968C964A65AE15135D430208009DA27D1591DD2","Evidence extract (misc/analysis) documenting a failure or relevance; High-level summary without proof.","Metadata header + excerpt from the source file.","misc","analysis","High-level summary without proof.","MUST_Review/chats/triple_measure_summary.md","extract",""
"extracts/05_misc/2026-01-29__TRS_With_Duplicating_Rules__summary__001.md",".md","3115","DA178BB352E72B5B35FE717697881FEF1E425D81071C1EE7AA8B04D504C0BC9C","Evidence extract (misc/reference) documenting a failure or relevance; Background research memo; not a proof artifact.","Metadata header + excerpt from the source file.","misc","reference","Background research memo; not a proof artifact.","MUST_Review/important_2/Research/TRS_With_Duplicating_Rules.md","extract",""
"extracts/05_misc/2026-01-29__TRSs_with_duplicating_rules__summary__001.md",".md","1283","C135CF42625DF27B45D673A960EF1495B9407DB0BFF51B342DFF0C9C18558483","Evidence extract (misc/reference) documenting a failure or relevance; Background research memo; not a proof artifact.","Metadata header + excerpt from the source file.","misc","reference","Background research memo; not a proof artifact.","MUST_Review/important_2/Research/TRSs_with_duplicating_rules.md","extract",""
"extracts/05_misc/2026-01-29__Untitled_7_html__summary__001.md",".md","741","D43A5EAC82FF9C9DE43A481D04B11B290A1EE9A2BCBCAB955FF3B4147274EC08","Evidence extract (misc/pdf) documenting a failure or relevance; Duplicate of FRV2-0676.","Metadata header + excerpt from the source file.","misc","pdf","Duplicate of FRV2-0676.","MUST_Review/Untitled (7).html copy.pdf","extract",""
"extracts/05_misc/2026-01-29__UntitledCodex_Export_1__summary__001.md",".md","1744","7120BFC51A63A2DE86B1F0D486B2FB35A755C930C4E4D5E70898697CEC9DEE05","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0678.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0678.","MUST_Review/UntitledCodex-Export-1 copy.md","extract",""
"extracts/05_misc/2026-01-29__Verifying_Lean_4_Proofs_Securely_and_Independently__summary__001.md",".md","5237","187A0061A93F928E22BD33090143746A3E94000449C7311F8A1F76ACAF3ED90F","Evidence extract (misc/reference) documenting a failure or relevance; Background research memo; not a proof artifact.","Metadata header + excerpt from the source file.","misc","reference","Background research memo; not a proof artifact.","MUST_Review/important_2/Research/Verifying_Lean_4_Proofs_Securely_and_Independently.md","extract",""
"extracts/05_misc/2026-01-29__VIABLE_MINIMAL_KERNEL_CANDIDATES__analysis__001.md",".md","643","4391CE39418AB2334FA2C8B48880BE6C902820239780A1282F8B14A522B779F8","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0424.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0424.","MUST_Review/VIABLE_MINIMAL-KERNEL_CANDIDATES.md","extract",""
"extracts/05_misc/2026-01-29__VIABLE_MINIMAL_KERNEL_CANDIDATES__summary__001.md",".md","1118","023D3CACFC6FDFE48E376274EF0B78DE87FEBA13F17B6D99D43FDA67D3EF1D14","Evidence extract (misc/pdf) documenting a failure or relevance; PDF document; requires review for technical claims.","Metadata header + excerpt from the source file.","misc","pdf","PDF document; requires review for technical claims.","MUST_Review/VIABLE MINIMAL-KERNEL CANDIDATES.pdf","extract",""
"extracts/05_misc/2026-01-29__What_you_should_do_now__summary__001.md",".md","764","94EDBDC50C3574143DF1F47EE2DBF0A78DC81A17C2C5B32F96D526565E6FDD2E","Evidence extract (misc/pdf) documenting a failure or relevance; Duplicate of FRV2-0685.","Metadata header + excerpt from the source file.","misc","pdf","Duplicate of FRV2-0685.","MUST_Review/What you should do now copy.pdf","extract",""
"extracts/05_misc/2026-01-29__What-Model-Are-You__analysis__001.md",".md","771","C1A1255032646F2FC0B4FC719E74B7D46FA351926736EBA6C9E571E5CC4A5BDE","Evidence extract (misc/analysis) documenting a failure or relevance; Generic config values without model-specific verification.","Metadata header + excerpt from the source file.","misc","analysis","Generic config values without model-specific verification.","MUST_Review/AI-Model-Test/What-Model-Are-You.md","extract",""
"extracts/05_misc/2026-01-29__Why_RecSucc_Matters__analysis__deep__001.md",".md","865","980CD73F55A185C6D5A1C9F29FEE0B993E24F2C0B25ED1DA80EDCE1688D968EA","Evidence extract (misc/analysis) documenting a failure or relevance; Technical explainer of rec_succ role; not a proof artifact.","Metadata header + excerpt from the source file.","misc","analysis","Technical explainer of rec_succ role; not a proof artifact.","MUST_Review/Why_RecSucc_Matters.pdf","extract",""
"extracts/05_misc/2026-01-29__Why_RecSucc_Matters__summary__001.md",".md","615","D0BCE4967425F73E30950CCEA8F3C732FE7258D39A31A8836E618B5158A8009F","Evidence summary (misc/reference). Summary of the Why RecSucc Matters note (context/reference).","Metadata header + summary excerpt.","","","","","",""
"extracts/05_misc/README.md",".md","263","87D9C8202C850A367E4F569A8CE27F17FAEA7A3EE001275B73A79D48AB1EAFF3","Supporting materials, planning notes, references, and non‑core artifacts.","Misc/reference extracts with metadata headers.","","","","","",""
"full_includes/2026-01-29__all_suggestions__full__001.md",".md","59281","51F7435B14F01485694A18BC26B68A81160CE8CA1DE1A52FBCFF97B0E0877DB2","Evidence extract (misc/analysis) documenting a failure or relevance; Consolidated suggestion dump shows repeated repair plans around missing mu_lt_eq_diff and banned rec_succ_bound, indicating nonconvergence.","Metadata header + excerpt from the source file.","misc","analysis","Consolidated suggestion dump shows repeated repair plans around missing mu_lt_eq_diff and banned rec_succ_bound, indicating nonconvergence.","Legacy/MetaMD_Archive/all_suggestions.md","full_include",""
